Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified
GOOGLE-ChIJT_lb,2025-11-05,Subway 1 Utama Shopping Centre,Restaurant,1,100000,"LG318-A, Lower Ground Floor, 1 Utama Shopping Center No1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800,https://www.subway.com.my/,,,,,,3.8,439,$$ (Moderate),OPERATIONAL,ChIJT_lbN9VOzDERkeJ01dhJf68,3.1520249,101.6153985,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (439 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ69MC,2025-11-05,Kame Sushi,Restaurant,1,200000,"10-1, Jalan 31/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/profile.php?id=100063942251931&mibextid=ZbWKwL,,,03-2858 7739,,03-2858 7739,4.3,188,$$$ (Expensive),OPERATIONAL,ChIJ69MC7e9IzDERmObEhxpDxqA,3.1628997,101.6484696,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (188 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQdVh,2025-11-05,Only Mee Sdn. Bhd.,Restaurant,1,80000,"Lot P-03M(1), Plaza Ground Floor, Hartamas Shopping Centre, 60, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-6201 5192,,03-6201 5192,5,3,Unknown,OPERATIONAL,ChIJQdVhI_dIzDERF60pqcod3-4,3.1640033,101.6568137,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (3 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ33Ka,2025-11-05,Restaurant Rasta,Restaurant,1,100000,"Sungai Penchala, 60000 Kuala Lumpur, Selangor, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://m.facebook.com/rastattdiKL/,,,,,,3.8,140,$$ (Moderate),OPERATIONAL,ChIJ33KakNBIzDERhMfjZRex0Cc,3.158359,101.6265265,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (140 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJM3nM,2025-11-05,DV Ristorante Pizzeria,Restaurant,1,100000,"77, Jln Setia Bakti, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,https://dvristorantepizzeria.com/,,,012-325 0785,,012-325 0785,4.4,643,$$ (Moderate),OPERATIONAL,ChIJM3nMmP5IzDERMBg5dvJqm-0,3.1555483,101.655995,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (643 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJIz-z,2025-11-05,Porto Romano Restaurant @TTDI,Restaurant,1,100000,"28, Persiaran Zaaba, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,http://www.portoromano.my/,,,03-7710 0509,,03-7710 0509,4.3,772,$$ (Moderate),OPERATIONAL,ChIJIz-zrzpJzDERpSLEjSuTZe8,3.1419359,101.6276661,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (772 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJk0eZ,2025-11-05,Pastries By Zoe,Restaurant,1,80000,"Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-6250 1197,,03-6250 1197,5,1,Unknown,OPERATIONAL,ChIJk0eZIvdIzDERz9vbDUB8JQI,3.163544,101.656679,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQQ-4,2025-11-05,阿業靚汤 Ah Yip Herbal Soup @ Hartamas Shopping Centre,Restaurant,1,80000,"60, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.ahyipherbalsoup.com.my/,,,03-6201 2781,,03-6201 2781,4.4,152,Unknown,OPERATIONAL,ChIJQQ-4I_dIzDERzISAB6mjOHI,3.1638426,101.6568305,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (152 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJzcGi,2025-11-05,Cavells Restaurant,"Liquor Store, Restaurant, Store",1,80000,"18, Jalan 27/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.facebook.com/CavellsHartamas,,,017-302 3917,,017-302 3917,4.4,132,Unknown,OPERATIONAL,ChIJzcGi9-9IzDERElHVqUv7wDE,3.1622345,101.6492454,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (132 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ73SC,2025-11-05,Aliyaa,Restaurant,1,300000,"No 48 G&M, Jalan Medan Setia 2, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,https://www.aliyaakl.com/,,,017-883 3738,,017-883 3738,4.4,1336,$$$ (Expensive),OPERATIONAL,ChIJ73SCX1RIzDERTYDlfaVsoYA,3.1493406,101.6537734,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (1336 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJMXBz,2025-11-05,Onde Onde Desa Parkcity,Restaurant,1,100000,"Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,http://www.ondeonde.com.my/,,,03-6261 8286,,03-6261 8286,4,556,$$ (Moderate),OPERATIONAL,ChIJMXBzCKZIzDER3--F691ykEE,3.1869008,101.6281737,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (556 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ4RKx,2025-11-05,Muar Street Kopitiam,"Restaurant, Cafe",1,80000,"28, Jalan 28/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-2858 7333,,03-2858 7333,3.9,73,Unknown,OPERATIONAL,ChIJ4RKxwu9IzDER0cVTnStWDAs,3.1626944,101.6487052,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (73 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJPx9b,2025-11-05,SHF Catering Services (M) Sdn. Bhd.,Restaurant,1,80000,"No.2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.shfservices.com/,,,03-6201 8410,,03-6201 8410,4.8,38,Unknown,OPERATIONAL,ChIJPx9blvFIzDER8MkzU2WsFXY,3.1659426,101.6518813,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (38 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJDfdv,2025-11-05,Ales & Lagers (D5-G4-3),"Liquor Store, Restaurant, Store",1,200000,"D5-G4-3 No, 1, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://alesnlagers.beepit.com/,,,03-6419 0328,,03-6419 0328,4.6,191,$$$ (Expensive),OPERATIONAL,ChIJDfdvhGBIzDERw29ezTYjDGQ,3.171694,101.6673564,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.6/5 (191 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJi8US,2025-11-05,Soleil,Restaurant,1,200000,"Lot L2-13A & L2-15, Second Floor, Damansara City Mall, 6, Jalan Damanlela, Pusat Bandar Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://soleil.my/index.php,,,03-2011 8261,,03-2011 8261,4.4,371,$$$ (Expensive),OPERATIONAL,ChIJi8USdEJJzDERISZJibX-EKE,3.146313,101.6616467,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (371 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQdVh,2025-11-05,Modesto Sdn. Bdn.,Restaurant,1,80000,"Lot G21A, Hartamas Shopping Centre, Ground Floor, Jalan Sri Hartamas 1, 50480, Kuala Lumpur, Wilayah Persekutuan, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.modestos.com.my/,,,03-6201 1571,,03-6201 1571,4.7,3,Unknown,OPERATIONAL,ChIJQdVhI_dIzDERZWT74cIo2hs,3.1639777,101.65747,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJS716,2025-11-05,I Love Yoo!,Restaurant,1,80000,"LOT E/01/04-05 Courtyard Level of Block E Plaza, 2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://iloveyoo.com.my/,,,03-8959 2999,,03-8959 2999,4,1,Unknown,CLOSED_TEMPORARILY,ChIJS716C_FIzDERm8-bjxA88ZI,3.1659426,101.6518813,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ3b9g,2025-11-05,Xan Ling Segambut,Restaurant,1,100000,"Lrg Arfah 3, Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200,https://www.facebook.com/RestaurantXanLingSegambut/,,,012-379 1549,,012-379 1549,4.1,436,$$ (Moderate),OPERATIONAL,ChIJ3b9gbHhIzDERRd75mGuxGLw,3.1902043,101.6711084,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (436 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJLyg8,2025-11-05,The KINME Sashimi & Grill Bar,Restaurant,1,200000,"26, Jalan Medan Setia 2, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://www.facebook.com/kinmerestaurant,,,03-2093 8153,,03-2093 8153,4.3,460,$$$ (Expensive),OPERATIONAL,ChIJLyg8RAJJzDERTaIgm3OVLbw,3.1490698,101.653224,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (460 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJlQJc,2025-11-05,Porto Romano Restaurant @Mont Kiara,Restaurant,1,100000,"Mont' Kiara Banyan, 28, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://portoromano.my/,,,03-6207 8171,,03-6207 8171,4.2,682,$$ (Moderate),OPERATIONAL,ChIJlQJc0YxIzDERgiuxRkgJwFk,3.1722373,101.6530304,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (682 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ8Q3Z,2025-11-05,Kopenhagen Coffee Mont Kiara,"Cafe, Restaurant",1,150000,"Shoplot 7, Vista Kiara, 6 7, Jln Kiara 3, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://shop.kopenhagencoffee.com/,,,03-6211 6363,,03-6211 6363,4.3,1133,$$ (Moderate),OPERATIONAL,ChIJ8Q3Z4-1IzDERlapELLxcaAQ,3.1665326,101.648993,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1133 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJz6U4,2025-11-05,Absolute Aquarium Bistro,Restaurant,1,80000,"2, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-6203 5176,,03-6203 5176,,,Unknown,OPERATIONAL,ChIJz6U4mPFIzDERb33kzJ4fh-Q,3.1659228,101.6520564,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ62Fw,2025-11-05,Subway Plaza Mont Kiara,Restaurant,1,100000,"E-01-16 ,Block, E, Plaza, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.subway.com.my/,,,,,,3.7,167,$$ (Moderate),OPERATIONAL,ChIJ62Fw6vFIzDEReI7qDH2RtxQ,3.1658227,101.6511815,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (167 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJifPP,2025-11-05,Mercat Barcelona Gastrobar • 1 Mont Kiara,"Restaurant, Bar",1,80000,"1 Mont' Kiara, 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.mercat.my/,,,03-6211 7969,,03-6211 7969,4.2,428,Unknown,OPERATIONAL,ChIJifPPQZhJzDERj_zFBLNoC2s,3.1659114,101.6527231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (428 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJncaI,2025-11-05,The Barn @ 1 Mont Kiara,"Restaurant, Bar",1,150000,"G-2, G-3 & G-26, Mont Kiara Mall, 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://thebarn.com.my/,,,03-6211 5630,,03-6211 5630,4.7,1945,$$ (Moderate),OPERATIONAL,ChIJncaIn_FIzDERg_kVFkodkPI,3.1658188,101.6527457,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (1945 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-Xhf,2025-11-05,Sushiya,Restaurant,1,80000,"Block A, A-G-03, Jalan Kiara 2, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://sushitrain.com.my/sushiya/,,,03-6211 3299,,03-6211 3299,4.5,507,Unknown,OPERATIONAL,ChIJ-XhflvFIzDERH-tlff1VOP0,3.1654415,101.6520491,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (507 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJXeQ2,2025-11-05,Nando's @ 1 Mont Kiara,Restaurant,1,150000,"Unit G-13, Ground Floor, 1 Mont Kiara, No.1, Jalan Kiara, Mont Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://nandos.com.my/,,,03-8966 2526,,03-8966 2526,4.9,1733,$$ (Moderate),OPERATIONAL,ChIJXeQ2dPFIzDERbjc-y0rMVP8,3.165391,101.652774,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (1733 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJNS5X,2025-11-05,Gourmet Garden,Restaurant,1,80000,"No. 5, Ground Floor, Jalan 19/70A, Plaza Prismaville,, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/top10gourmetgarden,,,03-6201 1918,,03-6201 1918,4.1,9,Unknown,OPERATIONAL,ChIJNS5XsvpIzDER6d67CKg6Fys,3.163725,101.649111,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (9 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJY7ct,2025-11-05,SeiraKu BISTRO,Restaurant,1,80000,"15, Jalan Solaris 4, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,017-244 7981,,017-244 7981,3.4,5,Unknown,OPERATIONAL,ChIJY7ctP4pIzDERb-Q2djS3vTQ,3.175385799999999,101.6595307,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (5 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJo6d8,2025-11-05,Yakitori Dining FUKUDA - Malaysia,Restaurant,1,100000,"No 39-G, No 39-G, Jalan 23/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://linktr.ee/yakitoridining_fukuda_my,,,012-263 3526,,012-263 3526,4.2,254,$$ (Moderate),OPERATIONAL,ChIJo6d8Q_BIzDER_QHB_TuHIKY,3.1633966,101.6518784,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (254 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJh0qK,2025-11-05,Soi 55 Thai Kitchen - Solaris,Restaurant,1,150000,"16, Jalan Solaris 5, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.soi55.my/,,,016-737 0555,,016-737 0555,4.5,1456,$$ (Moderate),CLOSED_TEMPORARILY,ChIJh0qKJopIzDER0HjOFw6qLLU,3.1761473,101.6593116,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1456 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJNWGU,2025-11-05,Sola Pocha,Restaurant,1,80000,"Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://facebook.com/solapocha,,,03-6211 9960,,03-6211 9960,4.2,28,Unknown,OPERATIONAL,ChIJNWGUYYpIzDERJbnOw-7cm2c,3.174113199999999,101.6600126,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (28 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ6x2u,2025-11-05,Burger King Desa Sri Hartamas,Restaurant,1,100000,"Lot. No. 22 Ground Floor, Jalan 24/70A, Desa Sri Hartamas, 50480 Kuala Lumpur, Desa Sri Hartamas, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,50480,http://www.burgerking.com.my/,,,03-3362 6526,,03-3362 6526,3.4,543,$$ (Moderate),OPERATIONAL,ChIJ6x2uP_BIzDERwkLNwuXPW4g,3.1632459,101.6512521,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (543 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJzdPF,2025-11-05,Makoto Unagi Restaurant,Restaurant,1,80000,"54, Jalan 27/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/makoto.hartamas,,,03-6211 1409,,03-6211 1409,4.4,514,Unknown,OPERATIONAL,ChIJzdPFIfBIzDERElev947Ma7o,3.1632255,101.6501911,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (514 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJx2Eb,2025-11-05,88 Kimbab,Restaurant,1,100000,"No 25 ground floor, Jalan 23/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://m.facebook.com/88kimbab/,,,03-6206 4677,,03-6206 4677,4.2,499,$$ (Moderate),OPERATIONAL,ChIJx2EbPYpIzDERELnaHoF833k,3.1628526,101.6515573,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (499 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJe51h,2025-11-05,Warung Soho Hartamas,Restaurant,1,80000,"D-0-1, Plaza Damas, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/Warungsoho/,,,017-946 2624,,017-946 2624,4.1,491,Unknown,OPERATIONAL,ChIJe51h0fZIzDERrw7PWaEUbqc,3.1640289,101.6558162,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (491 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJySWJ,2025-11-05,Uncle Don's (Desa Sri Hartamas),"Bar, Restaurant",1,100000,"10, Jalan 22a/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.uncledons.com.my/,,,017-712 7953,,017-712 7953,4.1,925,$$ (Moderate),OPERATIONAL,ChIJySWJZvBIzDERImXkDAHvfFE,3.162779,101.652243,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (925 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJCZEG,2025-11-05,Naughty Babe Dirty Duck,"Meal Delivery, Restaurant",1,100000,"42, Jalan 25/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.naughtybabedirtyduck.com/,,,03-6211 9966,,03-6211 9966,4,820,$$ (Moderate),CLOSED_TEMPORARILY,ChIJCZEG4-9IzDERASG3FX3HQS4,3.162473,101.649636,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (820 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-4_L,2025-11-05,Vantador | The Dry Aged Steak Boutique,"Bar, Restaurant",1,120000,"38, Jalan 25/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.vantador.co/,,,012-675 5868,,012-675 5868,4.5,1201,Unknown,OPERATIONAL,ChIJ-4_L4u9IzDERbhYC0RjRPdM,3.1624672,101.6497112,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1201 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_Q-W,2025-11-05,Delay No More Crab Restaurant,Restaurant,1,80000,"P2 Hartamas Shopping Centre, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.facebook.com/DelayNoMoreCrab/,,,03-6211 7112,,03-6211 7112,4.3,487,Unknown,OPERATIONAL,ChIJ_Q-WL_dIzDERL_ZGoTQBrZc,3.1637041,101.6562755,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (487 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJq4Hx,2025-11-05,Mei by Fat Spoon • Hartamas,Restaurant,1,100000,"22-G, Jalan 27/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.meibyfatspoon.com/,,,03-6211 9219,,03-6211 9219,4.2,488,$$ (Moderate),OPERATIONAL,ChIJq4Hx-u9IzDERuSrqbXRgph8,3.1622919,101.649251,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (488 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJy0bw,2025-11-05,Hamasho @ Desa Sri Hartamas,Restaurant,1,80000,"44-1, Jalan 28/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/hamasho.my,,,018-914 1672,,018-914 1672,4.3,425,Unknown,OPERATIONAL,ChIJy0bw4e9IzDERojbWYPzhyn4,3.1621746,101.6486011,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (425 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ12ek,2025-11-05,SoSizzle Sausages & Sliders,Restaurant,1,80000,"Plaza Damas, 106, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.facebook.com/pg/SoSizzles,,,011-3269 7272,,011-3269 7272,,,Unknown,OPERATIONAL,ChIJ12ekPPdIzDER20XwbR7WBcs,3.1635485,101.6567003,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJT_lb,2025-11-05,Camp5 Climbing Gym,"Cafe, Gym, Store",1,80000,"5th Floor, Camp Five Sdn Bhd (684938-T EZ501, 1 Utama Shopping Centre (New Wing), 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",47800 Petaling Jaya,Selangor,47800,http://www.camp5.com/,,,012-205 7001,,012-205 7001,4.6,955,Unknown,OPERATIONAL,ChIJT_lbN9VOzDERrVe7Z-2nyG8,3.149839300000001,101.6162555,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (955 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-7pD,2025-11-05,WAI Advisory (part of WAI Associates Group),"Insurance Agency, Cafe, Store",10,80000,"A1-07-13, Arcoris Business Suites, 10, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://www.waiassociates.com/,,,03-6413 6991,,03-6413 6991,4.9,18,Unknown,OPERATIONAL,ChIJ-7pDuSxIzDERDKvGd9lQduY,3.1679691,101.6523241,Need enterprise integration with existing systems,3,,,Google Places API,Rating: 4.9/5 (18 reviews),,New,,Google Places Scraper,2025-11-05
