Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
GOOGLE-ChIJ9yl_,2025-11-05,Apam Balik T&J Jalan TAR,"Meal Takeaway, Restaurant",1,80000,"Lorong Tuanku Abdul Rahman, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,,,,,,,,,Unknown,OPERATIONAL,ChIJ9yl_IQBJzDER4Gvl5cwV_Aw,3.1526169,101.6968561,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,60,QUALIFIED
GOOGLE-ChIJWVOj,2025-11-05,KFC,"Meal Takeaway, Restaurant",1,100000,"4, Ground Floor, Jalan Telawi, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://kfc.com.my/,,,+60322015498,,+60322015498,3.7,370.0,$$ (Moderate),OPERATIONAL,ChIJWVOjkaZJzDERS3hSZrBdp3Q,3.1326634,101.670586,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (370 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJnRuo,2025-11-05,走鬼餐车,"Meal Takeaway, Restaurant",1,80000,"Jln Loke Yew, Cheras, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",56000 Kuala Lumpur,Kuala Lumpur,56000.0,,,,+60162276922,,+60162276922,,,Unknown,OPERATIONAL,ChIJnRuo7Jw3zDERLqhJ697tjb0,3.1355978,101.7055705,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJMSL6,2025-11-05,"My Delicacies - SOGO KL (Kuih Raya Tradisional, Serunding Kg Laut & Snek Malaysia)","Meal Takeaway, Restaurant, Store",1,80000,"Lot No. LG-K14, Lower Ground Floor, Kompleks Sogo, 190, Jalan Tuanku Abdul Rahman, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,https://shopee.com.my/mydelicacies,,,+60142209897,,+60142209897,5.0,5.0,Unknown,OPERATIONAL,ChIJMSL6RilJzDERGcXIFvxGncw,3.1562412,101.6952657,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJHZ4O,2025-11-05,Squid Boy @ Sogo KL,"Meal Takeaway, Restaurant",1,80000,"LG-K8 Lower Ground Floor, Kompleks Sogo, 190, Jalan Tuanku Abdul Rahman, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,https://www.facebook.com/squidboysogokl,,,+60125725609,,+60125725609,4.7,154.0,Unknown,OPERATIONAL,ChIJHZ4ObDRJzDERZh8sPQcQsNA,3.1562412,101.6952657,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (154 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJufhm,2025-11-05,Empire Sushi @Kompleks SOGO,"Meal Takeaway, Restaurant",1,100000,"LG-L11, Lower Ground Floor, Kompleks Sogo, 190, Jalan Tuanku Abdul Rahman, Kuala Lumpur City Centre, 50100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,https://empiresushi.com.my/,,,+60380800237,,+60380800237,2.9,11.0,$$ (Moderate),OPERATIONAL,ChIJufhmh3NJzDER1DfaiiiBm1c,3.1562412,101.6952657,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.9/5 (11 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJRVM1,2025-11-05,Uncle Lim Delivery (Bangsar),"Meal Delivery, Meal Takeaway, Restaurant",1,80000,"27-G & 29-G, Taman Taiping, Jln Tandok, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59100 Kuala Lumpur,Kuala Lumpur,59100.0,https://www.unclelimdelivery.com/,,,+60168819260,,+60168819260,4.8,24.0,Unknown,OPERATIONAL,ChIJRVM1uH5JzDERJyEfci33Md4,3.1246938,101.6735972,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (24 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJkwg_,2025-11-05,Riso Riso Rice Cookie,"Meal Takeaway, Restaurant",1,80000,"Kuala Lumpur, 50200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,,,,+60192188038,,+60192188038,,,Unknown,OPERATIONAL,ChIJkwg_EsRJzDERSiTS1iLj_II,3.1476678,101.7054061,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJCboW,2025-11-05,Namz 15 Empire ( My Crisp),"Meal Takeaway, Restaurant",1,80000,"Jalan Gelugor, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55200 Kuala Lumpur,Kuala Lumpur,55200.0,,,,+60132333477,,+60132333477,,,Unknown,OPERATIONAL,ChIJCboWBw03zDERmE8o81UsJaQ,3.1367895,101.70756,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJwSGM,2025-11-05,"My Delicacies (Kuih Raya Tradisional, Serunding Kg Laut & Snek Malaysia)","Meal Takeaway, Restaurant, Store",1,80000,"Lot No. 01-03, Aras 1, Busana • Menara MARA, 232, Jalan Tuanku Abdul Rahman, Chow Kit, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50100 Kuala Lumpur,Kuala Lumpur,50100.0,https://shopee.com.my/mydelicacies,,,+60142209897,,+60142209897,5.0,216.0,Unknown,OPERATIONAL,ChIJwSGMIy5IzDERI9as-JBiZGA,3.1581587,101.6957104,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (216 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJefvH,2025-11-05,Happy Potato @ The Gardens Mall,"Meal Takeaway, Restaurant",1,80000,"LOT NO. LG-K09A, LOWER GROUND FLOOR, THE GARDEN MALL, MID VALLEY CITY, Lingkaran Syed Putra, Mid Valley, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,https://www.happypotato.com.my/,,,+60127881723,,+60127881723,3.7,3.0,Unknown,OPERATIONAL,ChIJefvH_UZJzDERu5uv-kXG-qQ,3.1196101,101.6774788,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJg_YK,2025-11-05,Happy Potato @ Plaza Low Yat,"Meal Takeaway, Restaurant",1,80000,"LOT LG-K025B,LOWER GROUND FLOOR,PLAZA LOW YAT,JALAN BUKIT BINTANG OFF JALAN BUKIT BINTANG, LYBB, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.happypotato.com.my/,,,+60127881723,,+60127881723,,,Unknown,OPERATIONAL,ChIJg_YKNQU3zDER-R3q2hb3VhE,3.1434477,101.7087915,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJaY8-,2025-11-05,Almost Human Club,"Meal Takeaway, Cafe, Restaurant",1,80000,"Lot G, INC, 20, Jalan Bangsar, KL Eco City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,,,,+601700816029,,+601700816029,4.4,55.0,Unknown,OPERATIONAL,ChIJaY8-B4NJzDERzqIiUfNoIa0,3.119696799999999,101.6745006,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (55 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJXX_g,2025-11-05,"SUSHIHAN - Gardens, Mid Valley, KL","Meal Takeaway, Restaurant",1,80000,"LG-210, Lower Ground Floor, The Gardens Mall, Lingkaran Syed Putra, Mid Valley City, 59200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Wilayah Persekutuan,Kuala Lumpur,59200.0,https://lnk.bio/madeby.SUSHIHAN,,,+60348197531,,+60348197531,4.5,781.0,Unknown,OPERATIONAL,ChIJXX_gotxJzDERqQjWphy6-DA,3.1186372,101.6760548,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (781 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJUf8x,2025-11-05,Empire Sushi Mid Valley Megamall,"Meal Takeaway, Restaurant",1,100000,"Third Floor, Mid Valley Megamall, Lot TK-27, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",59200 Kuala Lumpur,Kuala Lumpur,59200.0,https://empiresushi.com.my/,,,,,,2.2,31.0,$$ (Moderate),OPERATIONAL,ChIJUf8xF1NJzDERf8VEUpX45kw,3.117699099999999,101.6774777,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.2/5 (31 reviews),,New,,Google Places Scraper,2025-11-05,65,QUALIFIED
GOOGLE-ChIJh9ae,2025-11-05,龙鼎盛潮汕特色菜馆 Teow Chow Restaurant,"Meal Takeaway, Restaurant",1,80000,"61, 亚罗街, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,https://www.facebook.com/RestoranLDS,,,+60321105710,,+60321105710,3.4,76.0,Unknown,OPERATIONAL,ChIJh9aePlk3zDERephQmFBjVr0,3.1460473,101.7091727,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (76 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJlc_E,2025-11-05,Cuppa Tea @ Berjaya Times Square,"Cafe, Meal Takeaway, Restaurant",1,80000,"LG-19D-03, Berjaya Times Square, 1, Jln Imbi, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.instagram.com/cuppa.tea.my/,,,+60185716689,,+60185716689,4.9,26.0,Unknown,OPERATIONAL,ChIJlc_EAAA3zDERgl9VYcn6nS8,3.1421984,101.7105512,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (26 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ_Sb8,2025-11-05,Cwtch Fish and Chips,"Meal Takeaway, Restaurant",1,80000,"LG-19B-3, Lower Ground Floor, Berjaya Times Square, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,,,,4.4,44.0,Unknown,OPERATIONAL,ChIJ_Sb8c-83zDERsb22zgBPYjc,3.1421984,101.7105512,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (44 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJo4Xo,2025-11-05,Roostar BY HARUMi,"Meal Takeaway, Restaurant, Store",1,80000,"Lot G020 & G021, Plaza Low Yat, 7, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://roostar.com.my/,,,+601158957207,,+601158957207,4.7,210.0,Unknown,OPERATIONAL,ChIJo4XoBd03zDERN411gS003xI,3.1440685,101.7103629,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (210 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ9yDu,2025-11-05,Restoran Mon Chinese Beef Roti,"Meal Takeaway, Restaurant",1,120000,"82, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,,,,4.3,1687.0,Unknown,OPERATIONAL,ChIJ9yDuv8U3zDERirPwnizNAHY,3.145917,101.709969,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1687 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJry-o,2025-11-05,Seri Negara,Restaurant,1,80000,"Taman, Persiaran Tuanku Ja’afar, Tasik Perdana, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,,,,+60322950888,,+60322950888,4.4,133.0,Unknown,OPERATIONAL,ChIJry-o_LZJzDERnArdpj4mtGU,3.1416951,101.6819576,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (133 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJgY3q,2025-11-05,Public Bank Brickfields,"Bank, Atm, Finance",1,80000,"Lot, Lot 68-03 & 68-04, 68, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,https://www.pbebank.com/,,,+60322738135,,+60322738135,3.2,63.0,Unknown,OPERATIONAL,ChIJgY3qlsFJzDER3JSPRAa_d-A,3.1335875,101.6887223,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (63 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJKwGN,2025-11-05,Bangunan Public Bank,"Bank, Atm, Finance",1,80000,"6, Jalan Sultan Sulaiman, Kampung Attap, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://www.pbebank.com/,,,+60320541700,,+60320541700,2.3,75.0,Unknown,OPERATIONAL,ChIJKwGNK9tJzDERFYbCrg9IKaU,3.1387948,101.6956044,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.3/5 (75 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJY2p3,2025-11-05,Menara TH 1 Sentral,Restaurant,1,80000,"Jalan Stesen Sentral 5, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.klsentral.com.my/,,,,,,4.0,257.0,Unknown,OPERATIONAL,ChIJY2p30cFJzDER8VwS0evt_fE,3.131428699999999,101.6833038,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (257 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJ5Wje,2025-11-05,Jabatan Agama Islam Wilayah Persekutuan (JAWI),Restaurant,1,80000,"Jalan Perdana, Tasik Perdana, 50676 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50676 Kuala Lumpur,Kuala Lumpur,50676.0,http://www.jawi.gov.my/,,,+60322749333,,+60322749333,2.7,461.0,Unknown,OPERATIONAL,ChIJ5Wjel8VJzDERFnSTOWfUS3Q,3.1397766,101.6913615,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.7/5 (461 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJS1D2,2025-11-05,Zeta Bar,Bar,1,500000,"Level 5, 3, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,,,,+60322642596,,+60322642596,4.1,256.0,$$$$ (Very Expensive),CLOSED_TEMPORARILY,ChIJS1D268BJzDER3OHeYXOIf68,3.1352695,101.6862389,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.1/5 (256 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJbWEM,2025-11-05,Mercu UEM,Restaurant,1,80000,"Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.uem.com.my/,,,+60327276868,,+60327276868,4.3,160.0,Unknown,OPERATIONAL,ChIJbWEM-79JzDERTIOHF1FG4EU,3.1325405,101.6835231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (160 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJbczq,2025-11-05,Malaysian Investment Development Authority (MIDA),Restaurant,1,80000,"MIDA Sentral, No. 5, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,https://www.mida.gov.my/home/about-mida/posts/?lg=MAL,,,+60322673633,,+60322673633,4.2,39.0,Unknown,OPERATIONAL,ChIJbczqqepJzDER9t0kP-8CYGw,3.1329586,101.6838966,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (39 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJbczq,2025-11-05,Suasana Sentral Loft - P6 Lobby | Condominium,Restaurant,1,80000,"Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.ssloft.com/,,,+60322739118,,+60322739118,4.3,509.0,Unknown,OPERATIONAL,ChIJbczqqepJzDERifgJexu3w88,3.1313807,101.6841478,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (509 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJ82qy,2025-11-05,JTR AUCTION HOUSE,Restaurant,1,80000,"140, Jalan Tun Sambanthan, Brickfields, 50470 Brickfield, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Brickfield,Kuala Lumpur,50470.0,http://www.jtraj.com/,,,+60146793560,,+60146793560,3.0,7.0,Unknown,OPERATIONAL,ChIJ82qy1MFJzDERmoDcVKlxTCA,3.132061,101.687026,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3/5 (7 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJz5Zi,2025-11-05,"Sports Toto @ Jalan Tun Sambanthan, Brickfields",Restaurant,1,80000,"176, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.sportstoto.com.my/,,,+60173626517,,+60173626517,4.1,38.0,Unknown,OPERATIONAL,ChIJz5Zig-pJzDER25JbtV973IQ,3.1315164,101.6863353,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (38 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJgemS,2025-11-05,Lonpac Insurance Bhd,Restaurant,1,80000,"LG, 6th to 9th, 21st to 26th Floor, Bangunan Public Bank, 6, Jalan Sultan Sulaiman, Kampung Attap, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50000 Kuala Lumpur,Kuala Lumpur,50000.0,https://www.lonpac.com/,,,+60322628688,,+60322628688,3.7,123.0,Unknown,OPERATIONAL,ChIJgemSLNtJzDERVsM-7jUuT-8,3.1388007,101.6955461,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (123 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ2yat,2025-11-05,Planetarium Negara,Restaurant,1,80000,"53, Jalan Perdana, Tasik Perdana, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480.0,http://www.planetariumnegara.gov.my/,,,+60322734301,,+60322734301,4.0,751.0,Unknown,OPERATIONAL,ChIJ2yat5MVJzDERUIHFb1rkGGw,3.1394632,101.6895593,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (751 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJw4Lu,2025-11-05,Kuala Lumpur Sentral by Avenue Business Center,Restaurant,1,80000,"1B-15, Plaza Sentral, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,http://www.avenuebizc.com/,,,+60374935108,,+60374935108,4.0,14.0,Unknown,OPERATIONAL,ChIJw4LuBsBJzDERADjUgHFLBqk,3.132515199999999,101.6843327,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (14 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJb0v9,2025-11-05,FELDA D'Saji Sdn. Bhd.,Restaurant,1,80000,"Jalan Maktab Off Jalan Semarak, Kampung Datuk Keramat, 54000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",54000 Kuala Lumpur,Kuala Lumpur,54000.0,http://feldadsaji.com.my/,,,+60326988302,,+60326988302,4.3,378.0,Unknown,OPERATIONAL,ChIJb0v9zuk3zDERQrVHMJ1gQ2Y,3.1703548,101.7201044,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (378 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ-Uxf,2025-11-05,The Bangles,Restaurant,1,80000,"270, Jln Ampang, Kampung Berembang, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,,,,+60342524300,,+60342524300,,,Unknown,OPERATIONAL,ChIJ-UxfY8g3zDERKTIjgHLqyvc,3.1617294,101.7365898,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,75,WARM
GOOGLE-ChIJL8Dw,2025-11-05,Burger Bakar Abang Burn,Restaurant,1,120000,"Dagang Avenue Food Court, Jalan Dagang B/3a, Taman Dagang, 55100 Kuala Lumpur, Selangor, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,,,,4.2,1426.0,Unknown,OPERATIONAL,ChIJL8DwvP82zDERwsAdJpB0pj4,3.1491096,101.7540656,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (1426 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJlcaS,2025-11-05,Restoran Makanan Laut Zhen Liew Siang,Restaurant,1,100000,"30, Jalan 14/48a, Sentul Raya Boulevard, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51000 Kuala Lumpur,Kuala Lumpur,51000.0,https://zhenliewsiangseafood.shop/,,,+60173606178,,+60173606178,3.9,878.0,$$ (Moderate),OPERATIONAL,ChIJlcaS5g5IzDERtqwzuh7Z6x0,3.1845111,101.6921778,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (878 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJq99B,2025-11-05,KR Mani Curry House,Restaurant,1,100000,"Jln Sultan Azlan Shah, Sentul, 51100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51100 Kuala Lumpur,Kuala Lumpur,51100.0,,,,+60340448217,,+60340448217,3.8,720.0,$$ (Moderate),OPERATIONAL,ChIJq99BjBNIzDERrivkYBppAbU,3.174237199999999,101.6906822,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (720 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJjz-Z,2025-11-05,Auntie Anne's Pretzels Suria KLCC,"Restaurant, Store",1,100000,"KC6, Concourse Level, Suria KLCC, Jalan Ampang, 50088, Kuala Lumpur, Wilayah Persekutuan, Kuala Lumpur City Centre, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50088.0,http://www.auntieannes.com.my/,,,+60321618208,,+60321618208,3.5,104.0,$$ (Moderate),OPERATIONAL,ChIJjz-ZLtE3zDERsdird_DW_uQ,3.157999,101.712627,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (104 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJh87f,2025-11-05,Nando's Pavilion,Restaurant,2,200000,"Lot 1 . 105 . 00, 166, Bukit Bintang Rd, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://www.nandos.com.my/,,,+60389662536,,+60389662536,4.2,2013.0,$$ (Moderate),OPERATIONAL,ChIJh87fZCw2zDERJtuoc_ov7IM,3.1484677,101.7126373,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (2013 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJ4w-9,2025-11-05,KFC,Restaurant,1,100000,"Lot C06 Concourse Floor, Lot C Suria KLCC, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50088 Kuala Lumpur,Kuala Lumpur,50088.0,http://kfc.com.my/,,,+60193362869,,+60193362869,3.7,91.0,$$ (Moderate),OPERATIONAL,ChIJ4w-9zNY3zDERAJxK0bKzEY0,3.158164999999999,101.712058,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (91 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ5yC4,2025-11-05,Strato at Troika Sky Dining,Restaurant,1,200000,"Level 23A Tower B, The Troika, 19, Persiaran KLCC, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://strato-ristorante.com/,,,+60321620886,,+60321620886,4.4,605.0,$$$ (Expensive),OPERATIONAL,ChIJ5yC419E3zDERh7TApfjbuWc,3.1581144,101.7179393,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (605 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
