Priority,Action,Suggested Approach,Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
231,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJQ6lb,2025-11-05,English Coach,Restaurant,1,80000,"12, Jalan USJ 9/5q, Subang Business Centre, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,http://www.facebook.com/EnglishCoachInAction,,,60133999339.0,,60133999339.0,5.0,2.0,Unknown,OPERATIONAL,ChIJQ6lbL8NMzDERPoeKzObbnuM,3.046071099999999,101.5873829,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
232,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJOdNy,2025-11-05,Bert's,Cafe,1,100000,"14, Jalan Bunga Raya 2/8, Seksyen 2, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://facebook.com/cafeberts,,,60129901595.0,,60129901595.0,4.1,402.0,$$ (Moderate),OPERATIONAL,ChIJOdNyDE5SzDERF5F38rIBerM,3.0689091,101.5100482,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (402 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
233,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJI4kr,2025-11-05,Kopi Opu,"Cafe, Store",1,80000,"Dataran Atas, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60122837279.0,,60122837279.0,4.9,10.0,Unknown,OPERATIONAL,ChIJI4krtw5TzDERcaRX8K_xrg4,3.0740834,101.5179443,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (10 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
234,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJzfhI,2025-11-05,Khyra Bakery Boutique Cafe,Cafe,1,80000,"16, Jalan Zirkon E7/E, Seksyen 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60197500565.0,,60197500565.0,4.1,37.0,Unknown,OPERATIONAL,ChIJzfhIOF9SzDERp_3IfF8PuPE,3.0760387,101.496923,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (37 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
235,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ8-nZ,2025-11-05,Kopi Mata,Cafe,1,80000,"Persiaran Kemajuan, Seksyen 16, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,,,,60175556815.0,,60175556815.0,4.0,5.0,Unknown,OPERATIONAL,ChIJ8-nZbb9SzDEREbQg0TTuVYk,3.0520682,101.5031576,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
236,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJwcvV,2025-11-05,Cute Sunday,"Cafe, Bakery, Store",1,80000,"Jalan Tenggiri 17/23, Seksyen 17, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,,,,60133411603.0,,60133411603.0,4.0,15.0,Unknown,OPERATIONAL,ChIJwcvVyLlSzDERe-y8_5CvcKQ,3.046324299999999,101.5054281,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (15 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
237,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJi345,2025-11-05,Baecoffee,"Cafe, Store",1,80000,"Kompleks UTC Selangor Anggerik Mall Shah Alam Lot 1-19A, Tingkat Satu, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60123186102.0,,60123186102.0,4.9,8.0,Unknown,OPERATIONAL,ChIJi345-ZlTzDER6UFpn3USK80,3.073699699999999,101.5188462,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (8 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
238,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJgy37,2025-11-05,Modernecks Seksyen 24 Shah Alam,"Bakery, Cafe, Store",1,100000,"9-1, Jalan Kangkung Puteri 24/7, Seksyen 24, 40300 Shah Alam, Selangor, Malaysia",40300 Shah Alam,Selangor,40300.0,,,,60102564596.0,,60102564596.0,4.1,162.0,$$ (Moderate),OPERATIONAL,ChIJgy37cKtSzDERc0bBzzaXous,3.043403000000001,101.5230287,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (162 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
239,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJEyOQ,2025-11-05,Buai Coffee n Art Gallery (Buai Edge Sdn Bhd),"Cafe, Art Gallery, Store",1,80000,"19-G,JALAN BAZAR U8/99 BUKIT JELUTONG, SEKSYEN, U8, 40150 Shah Alam, Selangor, Malaysia",40150 Shah Alam,Selangor,40150.0,http://coffee.buai.my/,,,60199086017.0,,60199086017.0,4.8,4.0,Unknown,OPERATIONAL,ChIJEyOQs-1NzDER2i1LVZz6V_c,3.098262999999999,101.5386494,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (4 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
240,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJW0zx,2025-11-05,The Teapot Deli,Cafe,1,80000,"2F-29, Sacc Mall, Jalan Perbadanan, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60176178818.0,,60176178818.0,4.2,270.0,Unknown,OPERATIONAL,ChIJW0zx24ZSzDERE-irs5Qbs8E,3.0712409,101.5189179,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (270 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
241,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJU6A8,2025-11-05,Shell,"Gas Station, Cafe, Convenience Store",1,100000,"7, 29, Persiaran Tun Arshad Ayub, Section 7, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://find.shell.com/my/fuel/10208758-shell-shah-alam-seksyen-7/en_MY,,,60355111400.0,,60355111400.0,4.0,34.0,$$ (Moderate),OPERATIONAL,ChIJU6A8315SzDERYpAF54xbwfo,3.077302,101.497515,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (34 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
242,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJbVNr,2025-11-05,KFC Petronas Federal Highway,"Restaurant, Meal Takeaway",1,100000,"KM8.5 - KM8, Petronas Service Station P.T.4, 7, Federal Hwy, Section 1, 40450 Shah Alam, Selangor, Malaysia",40450 Shah Alam,Selangor,40450.0,https://kfc.com.my/,,,60355240862.0,,60355240862.0,3.9,921.0,$$ (Moderate),OPERATIONAL,ChIJbVNrGe1SzDEREaYNumaQXxA,3.0629674,101.500327,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (921 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
243,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJt0pq,2025-11-05,"Chatime PKNS, Shah Alam",Cafe,1,100000,"Kiosk K, Tingkat Bawah, Kompleks Pkns Shah Alam, Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60376228542.0,,60376228542.0,4.0,12.0,$$ (Moderate),OPERATIONAL,ChIJt0pquspTzDERlkBOqeRczeo,3.070978,101.517309,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (12 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
244,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ4-Ds,2025-11-05,CNC Design Sdn Bhd,Restaurant,1,80000,"3-6 Subang Business Center, Jalan USJ 9/5q, Usj 9, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,http://www.cncdesign.com.au/,,,60380248126.0,,60380248126.0,5.0,5.0,Unknown,OPERATIONAL,ChIJ4-DsYcRMzDER8IVoK7n8JgY,3.046478,101.587372,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
245,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ__9v,2025-11-05,PestMaster (M) Sdn. Bhd.,Restaurant,1,80000,"25-2, Jalan USJ 10/1g, Taipan Business Centre, 47620 Subang Jaya, Selangor, Malaysia",47620 Subang Jaya,Selangor,47620.0,http://www.pestcontrolservices.my/,,,60173229928.0,,60173229928.0,4.7,37.0,Unknown,OPERATIONAL,ChIJ__9vo2xMzDERDT8_1p5czdA,3.0472966,101.5847236,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (37 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
246,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJBTxt,2025-11-05,Airocoat Engineering Sdn. Bhd.,Restaurant,1,80000,"Sublot 10, Lot 825, Jalan Subang 6, Taman Perindustrian Subang, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://www.airocoat.com/,,,60356345376.0,,60356345376.0,4.4,5.0,Unknown,OPERATIONAL,ChIJBTxtQrVMzDERDhkLKU2rov4,3.0360749,101.5946393,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
247,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJdal6,2025-11-05,Twosons Audio,Restaurant,1,80000,"Lot 751, sublot 4, Off, Jalan Subang 3, Sungai Penaga Industrial Park, 47500 Subang Jaya, Selangor, Malaysia",47500 Subang Jaya,Selangor,47500.0,http://www.twosonsaudio.com/,,,60356370613.0,,60356370613.0,4.6,10.0,Unknown,OPERATIONAL,ChIJdal6N79MzDERSogsiKhnBZg,3.0498994,101.5947374,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (10 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
248,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ5TZM,2025-11-05,Restoran Mirasaa,Restaurant,1,50000,"1, Jl. Tengku Ampuan Zabedah E 9/E, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,,,,60358804406.0,,60358804406.0,3.7,610.0,$ (Budget),OPERATIONAL,ChIJ5TZMvHdSzDERfUlnD2zVYfM,3.0859685,101.5228936,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (610 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
249,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJMegK,2025-11-05,Restoran Kedai Kopi,Restaurant,1,100000,"Persiaran Masjid, Seksyen 14, 40200 Shah Alam, Selangor, Malaysia",40200 Shah Alam,Selangor,40200.0,,,,60192112892.0,,60192112892.0,3.8,529.0,$$ (Moderate),OPERATIONAL,ChIJMegKrH1SzDERM-veodxakwg,3.077232599999999,101.5166715,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (529 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
250,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJvRfi,2025-11-05,Guan's @ Alinea Suites Shah Alam Seksyen 14,Cafe,1,80000,"G-03, G-04.1, Presint 2, 8, Jln 14/2, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.instagram.com/guans.kl/?hl=en,,,60109426613.0,,60109426613.0,4.3,111.0,Unknown,OPERATIONAL,ChIJvRfiYtpTzDERsPmSZH2-TRg,3.0715962,101.521796,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (111 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
251,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJT-gO,2025-11-05,Kafe Monchichi,Cafe,1,80000,"G-1, Alinea Suites., Presint 2, 8, Jln 14/2, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://monchichicafe.com/,,,60125799445.0,,60125799445.0,4.9,24.0,Unknown,OPERATIONAL,ChIJT-gOV5VTzDERFIB7HB0t3Wo,3.0720661,101.521865,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (24 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
252,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJeTFE,2025-11-05,Syed Bistro Plaza Alam Sentral,"Cafe, Restaurant",1,100000,"J-39, Plaza Alam Sentral Jalan Majlis Seksyen 14, Pusat Bandaraya, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,http://www.syedbistro.com/,,,60355244786.0,,60355244786.0,3.7,566.0,$$ (Moderate),CLOSED_TEMPORARILY,ChIJeTFEEodSzDERj5EvRiBWKmk,3.0736965,101.5176509,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.7/5 (566 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
253,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJrR-w,2025-11-05,Shell,"Gas Station, Cafe, Convenience Store",1,100000,"Lebuhraya Persekutuan, Seksyen 1, 40450 Shah Alam, Selangor, Malaysia",40450 Shah Alam,Selangor,40450.0,https://find.shell.com/my/fuel/10364929-shell-federal-h-way-uitm-lrt/en_MY,,,60192155585.0,,60192155585.0,4.1,267.0,$$ (Moderate),OPERATIONAL,ChIJrR-wC_BSzDERvCR1NLz2Jco,3.063155000000001,101.502107,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (267 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
254,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJM2bK,2025-11-05,Anggerik Terrace Coffee House,Restaurant,1,80000,"40450 Shah Alam, Selangor, Malaysia",40450 Shah Alam,Selangor,40450.0,,,,60355192069.0,,60355192069.0,4.4,18.0,Unknown,OPERATIONAL,ChIJM2bKcfdSzDERBK-BwEIC0RY,3.0675195,101.5074409,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (18 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
255,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJWwwI,2025-11-05,Richiamo Coffee Avisena,"Cafe, Store",1,80000,"3, Jln 14/2, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,601169215079.0,,601169215079.0,4.4,69.0,Unknown,OPERATIONAL,ChIJWwwIYgBTzDERbtmSBAkK344,3.0717398,101.5211398,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (69 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
256,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJUeje,2025-11-05,Syed Bistro Seksyen 11,Restaurant,1,100000,"2, Jalan Wau C 11/C, Seksyen 11, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,http://syedbistro.com/,,,60355239279.0,,60355239279.0,3.6,657.0,$$ (Moderate),OPERATIONAL,ChIJUejev4FNzDERo3u2ZWVdRVI,3.0758113,101.5292961,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (657 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
257,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJQ435,2025-11-05,"Rojak SS15 Subang Jaya, Kompleks PKNS",Cafe,1,80000,"Kompleks Pkns, Persiaran Sultan, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,,,,60102727860.0,,60102727860.0,4.1,63.0,Unknown,OPERATIONAL,ChIJQ435kYZSzDERF-olKQ6gzSk,3.0713811,101.5166931,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (63 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
258,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJxdRi,2025-11-05,NASI Hadramot Shah Alam (Concorde Hotel),Restaurant,1,80000,"3, Jalan Tengku Ampuan Zabedah C9/C, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,,,,60355102397.0,,60355102397.0,4.3,188.0,Unknown,OPERATIONAL,ChIJxdRi9odNzDERHzXu5QB6-B4,3.0835891,101.5250921,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (188 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
259,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJa2Sz,2025-11-05,Kitchen Kraft,"Cafe, Bakery, Store",1,80000,"No 8, Tingkat, 1, Jalan Tengku Ampuan Zabedah A 9/A, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,,,,601116193969.0,,601116193969.0,4.5,50.0,Unknown,OPERATIONAL,ChIJa2SzG35NzDERj0LUqp0IPkg,3.0817867,101.527862,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (50 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
260,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJrS5T,2025-11-05,El Barato Tacos,Restaurant,1,80000,"E, 9/E, Jalan Tengku Ampuan Zabedah F 9/F, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",40100 Shah Alam,Selangor,40100.0,,,,60166895406.0,,60166895406.0,5.0,2.0,Unknown,OPERATIONAL,ChIJrS5TdXdSzDERqcIVL1ouC2A,3.0856756,101.5218997,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
261,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJhcim,2025-11-05,Berry's Cake House • Bandar Puteri,"Bakery, Store",1,80000,"1, Jalan Puteri 1/6, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",47100 Puchong,Selangor,47100.0,https://www.berrys.com.my/,,,60380626265.0,,60380626265.0,4.0,308.0,Unknown,OPERATIONAL,ChIJhcimFKi0zTERFi-EcJGdz4A,3.0255072,101.6171255,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (308 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
262,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJkYfK,2025-11-05,Banket Cakes,"Bakery, Store",1,80000,"48JALAN PINGGIRAN USJ 2/3, TAMAN PINGGIRAN USJ 2, SUBANG JAYA, 47630 Subang Jaya, Selangor, Malaysia",47630 Subang Jaya,Selangor,47630.0,,,,60123208561.0,,60123208561.0,4.3,6.0,Unknown,OPERATIONAL,ChIJkYfKdjxNzDERfbVj2fE48GE,3.0518379,101.5610447,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (6 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
263,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJAYV9,2025-11-05,MR CHURROS (Kelana Jaya),"Meal Takeaway, Restaurant",1,80000,"Dataran CIMB, Jalan SS 6/3, Ss 6, 46200 Petaling Jaya, Selangor, Malaysia",46200 Petaling Jaya,Selangor,46200.0,https://mrchurros.com.my/,,,60134355816.0,,60134355816.0,4.8,30.0,Unknown,OPERATIONAL,ChIJAYV9HFRNzDERx2WFpXgEK6U,3.1046199,101.600287,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (30 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
264,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJbfMx,2025-11-05,Margaret Yong Tau Fu • Non-Halal,Restaurant,1,100000,"22, Persiaran Mulia, Usj 14, 47630 Subang Jaya, Selangor, Malaysia",47630 Subang Jaya,Selangor,47630.0,,,,60126916576.0,,60126916576.0,3.6,639.0,$$ (Moderate),OPERATIONAL,ChIJbfMx4slMzDEReyMWn_EpEZk,3.0427782,101.5932948,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (639 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
265,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJfeAv,2025-11-05,Seven Terraces,"Lodging, Restaurant",1,80000,"14A, Stewart Ln, Georgetown, 10200 George Town, Penang, Malaysia",10200 George Town,Penang,10200.0,https://www.georgetownheritage.com/seven-terraces-hotel/,,,6042642333.0,,6042642333.0,4.6,390.0,Unknown,OPERATIONAL,ChIJfeAvH5DDSjAR7iVD_6iLeAU,5.419277400000001,100.3382964,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (390 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
266,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJI_3X,2025-11-05,Trans-Asia Consultants (M) PLT,Restaurant,1,80000,"1-2B, Blok C, Jalan PJU 1/3b, Sunwaymas Commercial Centre, 47301 Petaling Jaya, Selangor, Malaysia",47301 Petaling Jaya,Selangor,47301.0,,,,60378806198.0,,60378806198.0,4.7,3.0,Unknown,OPERATIONAL,ChIJI_3XZ6ROzDERxyo_Z0571tc,3.1197996,101.600061,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (3 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
267,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ5_k4,2025-11-05,Kemas,Restaurant,1,80000,"Kompleks Pkns Shah Alam, 03-40, Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.kemas.gov.my/en/homepage/,,,60355193044.0,,60355193044.0,4.0,4.0,Unknown,OPERATIONAL,ChIJ5_k4kYZSzDERKxB1OxZkQ-A,3.070065,101.5170616,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (4 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
268,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJn6Qn,2025-11-05,i-Suite,Restaurant,1,80000,"i-Suite Tower, i-City, Selangor Golden Triangle, I-City, 40000 Shah Alam, Selangor, Malaysia",40000 Shah Alam,Selangor,40000.0,https://www.i-city.my/,,,60102148214.0,,60102148214.0,4.2,254.0,Unknown,OPERATIONAL,ChIJn6Qn0OJSzDEREIfCu-9kCcs,3.0654147,101.4803207,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (254 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
269,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJn7VM,2025-11-05,Petronas Pekan Baru HICOM,Gas Station,1,80000,"Persiaran Jubli Perak, Seksyen 21, 40400 Shah Alam, Selangor, Malaysia",40400 Shah Alam,Selangor,40400.0,https://www.mymesra.com.my/,,,60351039902.0,,60351039902.0,4.0,286.0,Unknown,OPERATIONAL,ChIJn7VMVBZNzDER2RIs-F2kiVI,3.056693399999999,101.5559653,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (286 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
270,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ__-v,2025-11-05,The Lobby Lounge,"Restaurant, Night Club, Bar",1,80000,"168, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://www.ritzcarlton.com/en/hotels/malaysia/kuala-lumpur/dining/the-lobby-lounge,,,60186230036.0,,60186230036.0,4.2,123.0,Unknown,OPERATIONAL,ChIJ__-v0i02zDERqJOpmmNGHGo,3.1469006,101.7154141,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (123 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
271,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJJeQk,2025-11-05,D Jungle People Sdn Bhd,Restaurant,1,80000,"No. 15, Jln SS 1/39, Kampung Tunku, 47300 Petaling Jaya, Selangor, Malaysia",47300 Petaling Jaya,Selangor,47300.0,http://www.djunglepeople.com/,,,60378778008.0,,60378778008.0,4.8,12.0,Unknown,OPERATIONAL,ChIJJeQkLfdLzDERTvS0QnONkho,3.1011293,101.621426,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (12 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
272,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJYc7V,2025-11-05,Fine Image Marketing,Restaurant,1,80000,"27, Jalan 21/1, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",46300 Petaling Jaya,Selangor,46300.0,,,,60123391185.0,,60123391185.0,5.0,4.0,Unknown,OPERATIONAL,ChIJYc7VwvtLzDERRg7Sgdt1bWY,3.1085637,101.6223291,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (4 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
273,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJmX73,2025-11-05,老妈子养生冬瓜盅火锅 • Hotpot,Restaurant,1,100000,"7, Jalan Puteri 1/4, Bandar Puteri, 47000 Puchong, Selangor, Malaysia",47000 Puchong,Selangor,47000.0,http://www.lowmaji.com.my/,,,60358892950.0,,60358892950.0,3.8,769.0,$$ (Moderate),OPERATIONAL,ChIJmX73Gai0zTERk6SDS3wzMg0,3.025820399999999,101.6164561,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (769 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
274,CONTACT THIS WEEK,Email + WhatsApp Follow-up,GOOGLE-ChIJ7Xx0,2025-11-05,Souq Al-Arabia Sdn. Bhd.,Restaurant,1,80000,"58, Lebuh Pantai, George Town, 10300 George Town, Pulau Pinang, Malaysia",10300 George Town,,10300.0,,,,6042628778.0,,6042628778.0,5.0,1.0,Unknown,OPERATIONAL,ChIJ7Xx0Z47DSjARVKN2xoLOUjo,5.416483,100.3410114,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
